adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/bOGkgRGdhrBYJSLpXaxhXVstddV.jpg,"[12, 28, 14]",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",153.811,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,Avengers: Infinity War,False,8.3,12490
False,/5zfVNTrkhMu673zma6qhFzG01ig.jpg,[878],300668,en,Annihilation,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",29.516,/d3qcpfNwbAMCNqWDHzPQsUYiUgS.jpg,2018-02-22,Annihilation,False,6.3,4232
False,/zjG95oDnBcFKMPgBEmmuNVOMC90.jpg,"[35, 18]",299782,en,The Other Side of the Wind,"Surrounded by fans and skeptics, grizzled director J.J. ""Jake"" Hannaford returns from years abroad in Europe to a changed Hollywood, where he attempts to make his innovative comeback film.",6.82,/kFky1paYEfHxfCYByEc9g7gn6Zk.jpg,2018-11-02,The Other Side of the Wind,False,7.1,55
False,/q9hnJ9SzwcF30seRtXEzLd5l1gw.jpg,"[18, 35, 14]",351044,en,Welcome to Marwen,"When a devastating attack shatters Mark Hogancamp and wipes away all memories, no one expected recovery. Putting together pieces from his old and new life, Mark meticulously creates a wondrous town named Marwen where he can heal and be heroic. As he builds an astonishing art installation — a testament to the most powerful women he knows — through his fantasy world, he draws strength to triumph in the real one.",61.973,/o45VIAUYDcVCGuzd43l8Sr5Dfti.jpg,2018-12-21,Welcome to Marwen,False,6.6,174
False,/AmO8I38bkHwKhgxPNrd6djBQyPU.jpg,"[53, 9648, 27, 14]",361292,en,Suspiria,"A darkness swirls at the center of a world-renowned dance company, one that will engulf the troupe's artistic director, an ambitious young dancer and a grieving psychotherapist. Some will succumb to the nightmare, others will finally wake up.",41.461,/dzWTnkert9EoiPWldWJ15dnfAFl.jpg,2018-10-11,Suspiria,False,7.2,579
False,,[],313195,en,Paul Hardcastle: Journey to a Different State of Mind,"Featuring a collection of his most transcendent songs, this multimedia volume from contemporary jazzman Paul Hardcastle incorporates mind-blowing imagery that's the perfect accompaniment for the visionary instrumentalist's avant-garde works. Musicals selections include ""Constellation of Dreams,"" ""Emerald Stardust,"" ""Return of the Rainman,"" ""Through the Looking Glass"" and ""Spirits of the Mind's Eye.""",0.6,,2018-04-07,Paul Hardcastle: Journey to a Different State of Mind,False,0.0,0
False,/aZNzj2SPDVLSDSTDWwa2VPg7RNO.jpg,[18],306755,en,Dirty Dealing,"A group of sexy blackjack dealers, The Sin Pit Pussycats, plot to rob a Vegas casino to get revenge against the shady owner who wronged them.",1.908,/IMoEoMgF2eKdwf0AimIGkVpDrA.jpg,2018-06-19,Dirty Dealing,False,3.0,1
False,/6d54yuOB8kRqhSZtkcwP7UHfIRc.jpg,[35],373209,en,Izzy Gets the F*ck Across Town,A woman at rock bottom must find her way across Los Angeles in order to crash her ex-boyfriend's engagement party.,3.008,/PB9GF6RkDNVPhuk4hl1WICeomU.jpg,2018-06-22,Izzy Gets the F*ck Across Town,False,6.2,19
False,/vKurwZ1vKZZuJlf1KNtRby1r8lQ.jpg,"[80, 18]",378631,en,Like Me,"After posting a video of herself robbing a convenience store, Kiya amasses a huge social media following. A reckless loner, she seeks some form of genuine human connection. Through her travels, she encounters a drifter, an Internet troll and a paint huffing outsider who are all pulled into her circle of chaos, junk food, and drugs.",1.788,/fwIohtH5SMaN9auXpYRcZ6jVzKx.jpg,2018-01-25,Like Me,False,5.9,16
False,,[],333160,en,NYC Weights and Measures,"""Like a floating, drifting piece of ticker tape, the film makes its way across boroughs and time to explore New York City's many moods, from loud and relentless to grave and dreamy.""",0.6,/r4971xsF9YWI2hNKDbB9TIARUDV.jpg,2018-09-21,NYC Weights and Measures,False,0.0,0
False,/lcQP6kgH2qJn84XoE0snlv1vWWU.jpg,[18],341735,en,The Seagull,"At a picturesque lakeside estate, a love triangle unfolds between the legendary diva Irina, her lover Boris, and the ingénue Nina.",7.526,/iInKqA5kdOrLM5KaQp8iOhSl4DK.jpg,2018-05-11,The Seagull,False,5.8,21
False,,[99],322855,en,Shakedown,"‘Shakedown’ was a series of parties founded by and for African American women in Los Angeles that featured go-go dancing and strip shows for the city’s lesbian underground scene. Inspired by transwoman Mahogany who, as the mother of the scene, presided over queer strip shows and balls for non-heterosexual audiences in the 1980s, butch Ronnie Ron created, produced and presented the new shows. In them, the largely female clientele from the ‘hood’ slipped dollar notes into lap dancers’ panties while celebrating lesbian sexuality to pulsating hip-hop beats.",2.531,/pWFN1MBxDzyrHRLk000KrSSobXK.jpg,2018-02-17,Shakedown,False,0.0,0
False,/iI0xbqvUHHq67fyluqyQXzlrdJQ.jpg,"[18, 53, 28, 80]",283601,en,Galveston,"After a violent encounter, Roy finds Rocky and sees something in her eyes that prompts a fateful decision. He takes her with him as he flees to Galveston, an action as ill-advised as it is inescapable.",10.805,/u3hDPc70JEWbrLruk6sni1OcODe.jpg,2018-10-10,Galveston,False,6.2,108
False,/aivAwf52Jhks2knkuOZwVgKPoGi.jpg,[99],334933,en,A Perfect 14,A Perfect 14 explores the fascinating world of plus-size models fighting to reshape the fashion industry and the beauty standards of society.,1.508,/vGsJqveg5nM22Ld53ZfHez135QC.jpg,2018-01-04,A Perfect 14,False,0.0,0
False,/6ELJEzQJ3Y45HczvreC3dg0GV5R.jpg,"[28, 12, 14, 878]",284054,en,Black Panther,"King T'Challa returns home from America to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantel to join with girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",58.954,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,2018-02-13,Black Panther,False,7.4,11464
False,/yp6JNRU4PQEeWAVbTKG2E8pYGiP.jpg,"[80, 18, 36, 53]",339103,en,Gotti,"John Gotti rises to the top of the New York underworld to become the boss of the Gambino crime family. His life takes a tumultuous turn as he faces tragedy, multiple trials and a prison sentence.",12.706,/6vdCoMp68u6JbnlqeXEvxrTNPSm.jpg,2018-06-14,Gotti,False,5.2,216
False,/kpjp9Wqj6U4wdv4oSEe9FLkNhaQ.jpg,"[28, 18, 27, 53]",295011,en,Patient Zero,"After an unprecedented global pandemic has turned the majority of humankind into violent infected beings, Morgan, a man gifted with the ability to speak the infected's new language, leads the last survivors on a hunt for patient zero and a cure.",11.345,/5jOqatpfh0aKYhl6fN83RK69UtC.jpg,2018-09-14,Patient Zero,False,4.8,145
False,,[16],289409,en,The Snow Leopard,"It is about veteran photographer, who've been taking a pictures all his life and whose dream is to take a photograph of snow leopard. He chasing it in the world's greatest mountain ranges, the Himalayas.",0.6,,2018-08-20,The Snow Leopard,False,0.0,0
False,/f4E0ocYeToEuXvczZv6QArrMDJ.jpg,"[878, 28, 53, 12, 27]",346910,en,The Predator,"When a kid accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled female scientist can prevent the end of the human race.",36.031,/wMq9kQXTeQCHUZOG4fAe5cAxyUA.jpg,2018-09-05,The Predator,False,5.2,1868
False,,"[53, 14, 27, 10749]",297548,en,Never Can Say Good-bye,"Have you ever met someone and suddenly felt love or hate? Did you wonder why? What if you had forgotten the reason? Would you want to remember if it could save you life?  Elizabeth was asked by her mentor to teach a writing course at a small college.  Since she never forgets a kindness, she reluctantly agrees.  Arriving in town, she instantly regrets her decision.  She wants to run, but she is honor bound to stay.  Even as the ghost of a small child begs her to forgive, the memories of another time arouse feelings of hatred that she doesn't understand and cannot control. When she meets Shane, all of their lives are thrown onto a dangerous collision course from which they can neither run, nor can they hide.  The question is, ""Can they overcome their tragic past or will they be doomed to repeat it?""  Love can be a blessing or the curse that destroys a town.",0.715,/6VsPCriuPknJHmPqzW7uHXRO90h.jpg,2018-07-10,Never Can Say Good-bye,False,0.0,2
False,,[18],550918,en,Toxic,A girl goes about her day after realizing she's toxic energy.,0.6,/ksN1ec0qpNg9SRAamRkr5Yk026t.jpg,2018-01-01,Toxic,False,0.0,0
True,,[],550939,en,Lesbian DP,"Lesbian X is proud to present “Lesbian DP”, featuring some of the most stunning women in the industry engaging in intense DP sex at its finest.",0.6,/wBuIZOuhkjF9fAlsPYK05NX9sUg.jpg,2018-09-25,Lesbian DP,False,0.0,0
False,/74vF474FSOLtecWak7SjA1CAmNW.jpg,[99],461234,en,Survivor's Guide to Prison,"Today, you're more likely to go to prison in the United States than anywhere else in the world. So in the unfortunate case it should happen to you - this is the Survivors Guide to Prison.",3.039,/bEWKMO2hDh6mEm4dV5e8Q97Ecxt.jpg,2018-02-23,Survivor's Guide to Prison,False,6.5,12
False,/8BvRzeatR3dQScuoWHpKKhTM2RA.jpg,[],552614,en,Hospicio,A troubled young woman enters a rehab facility that houses a deadly secret.,0.6,/wChCJe40mQfIxIqYjhrO0iVFruT.jpg,2018-10-12,Hospicio,False,0.0,0
False,/sB3hlxLu3divHJP2z6KzSJvjPys.jpg,"[18, 14, 27, 878, 10749, 53]",470398,en,Muse,A painter's life is forever changed when a mythical and deadly spirit from Celtic lore – a Leannán Sí – becomes his muse and lover.,0.601,/vRTD8dwcpa6IJQp6uY28ztV6Hqq.jpg,2018-09-09,Muse,False,5.7,5
False,,[99],554402,en,Cellular Immune Response,"On Inauguration Day 2017, the filmmaker spent all day in a Washington, DC, used bookstore, where he bought a stack of audiotape secret telephone recordings of marital infidelity from 1969. At the Women’s March, he recognized the cosmic resonance of the phone with all that was happening.",0.6,/ljSb8GcYflJU9dDc2JbzewcmDqK.jpg,2018-10-10,Cellular Immune Response,False,0.0,0
False,,[],554407,en,The Receipt,A waiter chases a receipt that has a cute customer's phone number on it across town after it gets caught in the wind.,1.802,/kZb2J676pchlfRkVt6T0t6tWQz8.jpg,2018-10-15,The Receipt,False,0.0,0
False,,"[99, 10402]",554425,en,Warp Speed Chic,"A short film delving into the creation of Arctic Monkeys' ""Tranquility Hotel Base & Casino"".",0.6,/1SWVCxzDWB8bGWVcIHQ2sBryGNZ.jpg,2018-10-16,Warp Speed Chic,False,4.0,1
False,,[878],554490,en,Displacements,"Through interviews and archive footage, a group of people known as ""displacements"" share what it's like to live as scientific anomalies.",0.6,/qM7AVhfNZzcnVhROvZSId2Ip4vv.jpg,2018-10-14,Displacements,False,0.0,0
False,,[],554522,en,The Big Gust!,"After suffering a tragic loss, a grief-stricken young woman named Autumn is forced down an absurd-existential rabbit hole where she is haunted by a mysterious presence. From there, her life takes turn after turn as she is sent into anxiety and paranoia by way of a grieving father, unanswered questions from her friend's death, and the future she truly desires.",1.624,/lKN5vPJAhVfTaJeKhTvQwP2WZ0x.jpg,2018-10-12,The Big Gust!,False,10.0,1
False,,[18],555613,en,Heart of a Champion,"High school baseball star Cade has to get Tommy John surgery, and he is emotionally distressed by the news.",0.6,,2018-11-02,Heart of a Champion,False,0.0,0
False,,[27],555626,en,Death Has No Season,A woman awakes on a deserted beach and is visited by each of the 4 seasons. Every season must live and die and she journeys through her subconscious to come to grips with reality.,0.6,/usQ7A1S640hYZoiBS08WkPQuiSc.jpg,2018-05-05,Death Has No Season,False,0.0,0
False,,[],558069,en,Operasi X,"Ridzuan loses faith in his fellow police officers when he witnesses the death of his best friend, Aman, who he believes have been killed by the police. He then breaks off communications with everyone and starts living on a secluded island, hiding his true identity from the residents there. But Tuan Moktar and Tuan Anwar from Bukit Aman manage to track him down. He is then tasked with leading an operation called Operasi X to take down the AJ Gang.",1.647,/ffjEmlm0iZGAQMOQUabMnmLLXlp.jpg,2018-11-01,Operasi X,False,0.0,0
False,,[27],558081,en,Doris,A group of eccentric old people invite guests around for a game of Bingo that invariably ends in murder.,1.506,/5RnAbh3mMogtTr4BGKCJyP73hrS.jpg,2018-01-01,Doris,False,7.0,1
False,,[27],558085,en,Secretion,"An unhappily married couple ignore the grotesque, dripping stain that is growing on their ceiling. As their marriage gets worse, so does the drip until they can no longer ignore it.",0.6,,2018-01-01,Secretion,False,0.0,0
False,,[],558086,en,The Trespasser,"A grieving man, Emeka, is trapped in a time loop by the demon known as The Trespasser.",0.6,,2018-10-31,The Trespasser,False,0.0,0
False,,"[16, 27, 878]",558087,en,Madder Isle,"In a poisoned sea, on a forsaken rock, a holy sect seek to bring about a new era, but Morgan discovers their intentions are not wholly pure, and there’s more to the Island than rocks and mud…",0.6,,2018-10-31,Madder Isle,False,0.0,0
False,,"[27, 14, 53]",558088,en,The Blue Door,A district nurse is assigned a new patient living alone in a dilapidated bungalow. The nurse soon discovers that her dying patient and the home she inhabits are hiding a dark secret.,0.6,/wUIvfjA3MTF4cZL5cShCAJNjGnh.jpg,2018-10-26,The Blue Door,False,0.0,0
False,/t2ijnHugHyPupDri0AUsYCc3zmQ.jpg,[99],558096,en,My Grandfather's Memory Book,"When he died, Byron Levy left behind a vast inheritance — of drawings.",0.6,/tw5dbw0AGZAQDLzyuv7ks7apJc.jpg,2018-10-26,My Grandfather's Memory Book,False,0.0,0
False,/2p7tBEA3L20rHrLfOtSkerCsgIy.jpg,[],558130,en,Cirque du Soleil: Kurios - Cabinet of Curiosities,"Step into the curio cabinet of an ambitious inventor who defies the laws of time, space and dimension in order to reinvent everything around him. Suddenly, the visible becomes invisible, perspectives are transformed, and the world is literally turned upside down. Immerse yourself in a spectacular cinematic experience through never-before-seen angles. Movie-going just got jaw-dropping!",0.763,/fc7DNLwt4ZTCSNQUbaLk9xLPQD4.jpg,2018-12-26,Cirque du Soleil: Kurios - Cabinet of Curiosities,False,0.0,0
False,,[18],499566,en,A Million Little Pieces,A young drug-addled writer approaching the bottom of his descent submits to two months of agonizing detox at a treatment center in Minnesota.,2.753,,2018-09-10,A Million Little Pieces,False,10.0,2
False,,"[18, 10749]",499571,en,Fish Bones,"During winter break, a young woman struggles with her sexuality as she's torn between family expectations and her own desires.",1.241,/ebNL2zpg9bN6lOrCs6K230zzchr.jpg,2018-01-19,Fish Bones,False,0.0,0
False,,"[35, 18]",499572,en,The Flip Side,"Centred around Ronnie, a struggling restaurateur who is mired in debt and the fallout from her previous short-lived romance with British actor Henry. Ronnie’s now living with laidback, loyal Jeff, but her world is turned upside down when Henry returns to Australia with his French lover Sophie in tow.",2.233,/a8fEjZcGKZYS1pQXysiTussxSrW.jpg,2018-08-30,The Flip Side,False,0.0,0
False,,[35],499591,en,Bucky and the Squirrels,"Back in 1968, Bucky and the Squirrels topped the charts with their dance hit 'Do the Squirrel.' Unfortunately, on their first promotional tour, the plane carrying the band crashed and disappeared somewhere in the Swiss Alps - never to be heard of again. That is until now, 50 years later, when the plane is discovered with the Squirrels still inside - frozen alive. Naturally, they're taken to a cryonics lab to be defrosted. Long Live the Squirrels!",0.673,/gNPJpr9YKj4jqI2uVtLXWTsuySY.jpg,2018-01-26,Bucky and the Squirrels,False,0.0,0
False,,[],499619,en,Heijplaters,"Max, Emre, Jash, David and Hilson. Five friends from school, all born in the Netherlands, but each with different origins; Turkish, Surinamese, Syrian, Chinese and Dutch. For the close-knit group of friends, these differences do not matter, their daily environment is the same. They live at Heijplaat, a working-class district hidden in the immense port area of Rotterdam, literally between the sea containers and the huge ships. Here they spend all their free time. There is not much to do and this makes their friendship extra important.",0.63,/gSz3IHLRUjhw4LVKkIbitrTKMea.jpg,2018-01-26,Harbourboyz,False,0.0,0
False,,[],499623,en,"Over Zij, de Overzijde",Short documentary on the South of Rotterdam,0.6,/bPzVTIMytFAsdu7QNIdv8ZnYs4a.jpg,2018-01-26,"Over Zij, de Overzijde",False,0.0,0
False,,"[10402, 10770, 18]",499625,en,I Told My Mum I Was Going On An RE Trip,"With 1 in 3 women having had an abortion ""I told my Mum I was going on an R.E. trip…"" explores what seems to be one of society's last taboos using verbatim voices, music, beats and rhyme.",1.516,/aNZcI2BS9jAuWMhhAf4XYnS4H15.jpg,2018-01-20,I Told My Mum I Was Going On An RE Trip,False,0.0,0
False,,[],499626,en,Outpost,"A breathtaking helicopter landing drops us smack in the middle of an isolated community of miners in snowy Barentsburg. Recently coal mining became less profitable, but the geopolitical importance of Russian presence in the Arctic archipelago cannot be underestimated. So the miners keep steering their mine carts back and forth with a stubborn determination. A dark perspective on a society which seems to have reached a terminal industrial stage, heading towards total exhaustion.",0.6,/4nb7mjZCk4a7l8VokQyJj2Oqx6E.jpg,2018-01-27,Outpost,False,0.0,0
False,,[],499628,en,Between Relating and Use,"Borrowing words from Laura Mark's 'Transnational Object' and DW Winnicott's 'Transitional Object', all carefully etched into the 16mm film surface, Nazli Dinçel's latest work Between Relating and Use is an attempt to work ethically in a foreign land. Transitioning from assuming the position of an ethnographer, we turn and explore inwards – on how we use our lovers.",0.885,/sCJ045OWAJMm4gsDEUZNH7UrTZ3.jpg,2018-01-27,Between Relating and Use,False,0.0,0
False,,[],499633,en,The Cognitive Era,"Our emotions are increasingly being turned into commodities, manipulated by global corporations. This hack of an IBM commercial suggests how. What does the future hold for a world where people are treated like objects, while online objects are being granted agency and becoming increasingly anthropomorphic?",0.6,/lep2oWETFkP8i2yytmFw688dNXb.jpg,2018-01-27,The Cognitive Era,False,0.0,0
False,/tVCUbmml3kLZp2cNnK2JyT19Fzc.jpg,"[10770, 10751]",499635,en,Brimming with Love,"Allie is an aspiring journalist who meets Sam, a coffee shop owner who plays matchmaker for his customers. Allie agrees to be matched but going though Sam's process causes her to see that her perfect match might just be the matchmaker himself.",4.71,/5FaEcyoNDMrjPKsfCgMjC5Rs1FD.jpg,2018-05-05,Brimming with Love,False,5.0,2
False,,[],499640,en,Dreaveler,"Centered on society’s future relationship with life extension technology, Taehoon Park’s latest film introduces a “death management” outfit known as DREAVELER. In the piece, an individual utilizes DREAVELER’s new high-tech system, which allows users to live through their dreams and memories like they’re current, live experiences. A combination of the words dream and travel, the fictional company DREAVELER aims to calm the nerves of those dissatisfied with the present and looking to wrap themselves in the nostalgia of past glories.",0.6,/1crURUgUeyk16VYBZGPJuDrtCYR.jpg,2018-01-16,Dreaveler,False,0.0,0
False,/2RCnsSNVGJYXizq4radvrarh8Q6.jpg,[],500114,en,Morning Show Mystery: Mortal Mishaps,"Billie Blessings has gone from beloved chef, restaurant owner, and morning show segment host to the prime suspect in a murder case when one of the executives at the network dies from poisoning.",2.25,/AvZ9pNRENS9ehZLwuuzavsofX8U.jpg,2018-01-21,Morning Show Mystery: Mortal Mishaps,False,7.5,4
False,,[],500191,en,MexMan,"Germán is a young artist and filmmaker striving to complete his first feature film, while plagued by the ghost of a long-lost love and a battle for creative control with his producers.",0.6,/qvbVIpmQz1rKRReHdrQozClnIyO.jpg,2018-01-21,MexMan,False,0.0,0
False,/gpZW1Fb8OhHimTv3SIeD2y9qQWF.jpg,"[99, 36]",500244,en,The Simone Biles Story: Courage to Soar,"Based on her book, this World Premiere film follows Simone Biles through the sacrifices and hard work that led her to win 19 Olympic and World Championship medals.",3.103,/bcvRmSAhK2ObpCAb64JkEaTMhT0.jpg,2018-02-03,The Simone Biles Story: Courage to Soar,False,8.9,4
False,/kWuqG5z7f9kRRMZ2VGJN9q3laD6.jpg,[35],500246,en,Eddie Griffin: Undeniable,"This comedy special is Griffin's magnum opus about the world, relationships and humanity as a whole. He celebrates his 30-year anniversary in comedy by being on stage and pulling laughter from his fans during the live taping.",1.981,/p6Rto9VBudDMT5WTAF0PEgzcO9k.jpg,2018-02-09,Eddie Griffin: Undeniable,False,0.0,0
False,/a7f2CN7sBmFJJu5uO9BvDgqOEAc.jpg,"[18, 53]",500734,en,#SquadGoals,"Ambitious high school senior Samantha Hodges is a serious journalist, both for the school paper and for the yearbook, but she's just as serious about her friends, Nate, Gillian, and Rudy, all of whom are vying with her for a full-ride local scholarship to college. Very close to her mother, Emily, who is the school's guidance counselor, Samantha finds her reporting taking an investigative turn when two of her classmates--and contenders for the scholarship--are murdered.",3.214,/j5CNWCRvYonv4jMukmMe267T3Cr.jpg,2018-01-16,#SquadGoals,False,4.2,10
True,/uRBnolzmpoEE8ucCqGwjsl0otsy.jpg,[],500753,en,She Loves Anal 2,"Well-hung porn veteran Mark Wood and his lovely wife/LeWood partner, Francesca Le, share an unerring eye for young, passionate backdoor sluts. Mixing homespun vignettes with nasty gonzo shooting, LeWood's She Loves Anal 2 puts their filthy kinks into practice with intense, ferocious butt sex scenes.",0.6,/tiVRQF8zhSzt58yxZAxHAHeQXQy.jpg,2018-01-24,She Loves Anal 2,False,0.0,0
True,/3rGiSkh0IS8IxyANZQfMtVpGhwo.jpg,[10749],500760,en,Coming of Age 4,"Four young ladies recount their Coming of Age stories as they're introduced to the wonderful yet wicked world of sexual awakening, discovering that a man's penis isn't just a silly appendage, but a secret device that, when aroused, can offer her boundless pleasure and excitement.",0.6,/sNjo9btlJCpXS6ty7TdvXLdLhto.jpg,2018-01-23,Coming of Age 4,False,0.0,0
False,,[99],500786,en,Game Girls,"Game Girls follows Teri and her girlfriend Tiahna as they navigate their relationship through the chaotic world of Los Angeles’ Skid Row, aka the “homeless capital of the U.S.”",2.247,/eNqG2WiBt8NipWjSYpk0JO9Ry75.jpg,2018-11-21,Game Girls,False,0.0,0
False,/qrBv1AZmVup94lHgpMMFdbl9pbj.jpg,"[28, 18, 36, 53, 10752]",468362,en,The Angel,"True story of Ashraf Marwan, who was President Nasser's son-in-law and special adviser and confidant to his successor Anwar Sadat - while simultaneously Israeli Intelligence's most precious asset of the 20th century. Based on NYT bestselling book 'The Angel: The Egyptian Spy Who Saved Israel' by Uri Bar-Joseph.",9.919,/d5vBixJD1coOvHvr8N2pbyffxFU.jpg,2018-05-15,The Angel,False,7.0,81
False,/3uiKvab62eVl0zCnsm23NgWkFFK.jpg,"[10749, 18]",457366,en,Ellipsis,"In the middle of a crowded city the paths of two strangers, a man and a woman, collide. This accidental, chance occurrence sets in motion a chain of events that sees the two strangers embark on a night of adventure and connection that challenges their separate lives.",0.887,/e3S3UIOYYv76KxR9RS2O4oN9J5e.jpg,2018-02-15,Ellipsis,False,0.0,0
False,,[878],457389,en,The Advent of Mebiar,"Fritz (Nick Huber), Snark (Jacob Lyngle), and Bubbles (Griffin Strycharske) are thrown into a mysterious cryptozoological cult event and must stop the rising of an ancient, monstrous being.",0.6,/ktlm5eFs33IqKfwXY317uXK5V7D.jpg,2018-01-17,The Advent of Mebiar,False,0.0,0
False,/dmH6DvGnLCcbmuf6GYrrcNxkdhu.jpg,[99],559811,en,Meeboon being tucked in bed,Meeboon is gently laid in her bed and given her beloved plush then lovingly covered with her comfy blanket. The scene is punctuated by a soothing piano melody.,0.6,/fi0BxJiG20gIzvYQuUPUHxl9RCK.jpg,2018-04-05,Meeboon being tucked in bed,False,7.0,1
False,/qQXtS8lDtPkPfLFwF1ZMCK6Dz2l.jpg,[18],559814,en,Misguided Behavior,The Truth can hurt sometimes...but not even death can keep a secret.,1.206,/47dhWBzvRiXPEDRjK1Z6cczX2Ce.jpg,2018-11-06,Misguided Behavior,False,0.0,0
True,/v5DVR81g1Z2ZgzTvv7cByA6RAik.jpg,[],559824,en,Mamma's Boy,"Rachel (Blair Williams), a 20-year-old girl, as she walks down the stairs and struts into her family's kitchen -- barely dressed and hair tousled from a late night out partying. Her younger step-brother, Nathan, (Connor Kennedy) is eating cereal and dressed neatly in his school uniform. When he sees her, he lowers his eyes in disgust and exclaims that she shouldn't be walking around the house like that. She teases him for still wearing his uniform to school, even though he doesn't have to. Nathan storms into the living room and calls his mother. Over the phone, he tells her that Rachel is making fun of him again. When Nathan gets off the phone, he still feels frustrated. He turns to leave when he realizes Rachel has been listening the entire time. ""I make you feel uncomfortable?""",0.6,/o9aXPEDLnKuou962kiqZFlH9VYy.jpg,2018-09-05,Mamma's Boy,False,0.0,0
False,,[99],559828,en,The Fantasy Makers,"The Fantasy Makers is a feature documentary which examines the profound impact fantasy pioneers C.S. Lewis, J.R.R. Tolkien and George MacDonald have made on popular culture to this day. This film interviews scholars, writers, filmmakers and lovers of the fantasy genre throughout the world.",0.6,/1NIfVu3uhnoiUanioo5EMYLhSCV.jpg,2018-10-09,The Fantasy Makers,False,0.0,0
False,,[],559836,en,Pit-Stop,Two college friends going through a rough spot decide to make some money by hosting a bed and breakfast. Conflicts soon arise.,0.6,/5ZATfraSvpMctdGRqRbWbuDzXM7.jpg,2018-05-06,Pit-Stop,False,0.0,0
True,/vs0shI4ZHRwvgkxL30dcV3ph3Ka.jpg,[],559838,en,Fantasy Confessions 2,"Whether it's fucking a teacher or construction worker, or dressing up as a maid, these girls are eager to share their dirty confessions and hidden desires! They're dripping wet from excitement as they can't wait to play out the sexual fantasies of their dreams. Get ready for the hottest confessions shot exclusively in 4k.",0.648,/3X4Q1DAHKDLgE2OGn5Qq8NnJegr.jpg,2018-06-12,Fantasy Confessions 2,False,0.0,0
False,,"[99, 36]",559839,en,That Never Happened: Canada's First National Internment Operations,The documentary tells the little known story of thousands of Ukrainian and Eastern Europeans that were interned in Canadian camps during the First World War.,0.708,,2018-11-08,That Never Happened: Canada's First National Internment Operations,False,0.0,0
False,,[27],559844,en,Welcome to the Strange,"Four new tales of terror:  First up is ""The Tattoo"" in which Chip wakes up from a blackout with a hangover and a mystical tattoo on the back of his hand. His one-night stand from last night has more information, but something is amiss.  Next is ""The Neighbor"", where a young widow is woken up with a late night call from her neighbor Ken. A light on in Renee's cottage sends her out in the storm to investigate.  ""Planet of the Monkeys"" finds four survivors of the ape-pocalypse struggling to cope with the inherent cuteness of their simian overlords.  Finally, in ""Number Nine"" a downtrodden security guard has taken an interest in the exploits of infamous serial killer, and struggles to stay sane as his murderous daydreaming brings him to attempt to live out his dark fantasies.",0.6,/8U9xxGo6B1lKnv00MU109HwmoFH.jpg,2018-09-15,Welcome to the Strange,False,0.0,0
False,,[99],559867,en,Category III: The Untold Story of Hong Kong Exploitation Cinema,The rise and fall of Hong Kong's notorious Category III cinema which reached a peak during the years 1988 and the lead-up to the Handover in 1997,0.84,/bQzBUfZwsWHg3ZEmgaD2PgNd4fC.jpg,2018-01-01,Category III: The Untold Story of Hong Kong Exploitation Cinema,False,0.0,0
False,/6GLCI981uows6SDX8SmFSrRGvOI.jpg,[],559928,en,Heaven's War,"The movie follows the story of Jonah Thomas, a US senator, who gets trapped in an epic battle fought between life and death.",0.6,/zw0vxoh8tFvyHygxV1ANhsRQIO3.jpg,2018-11-06,Beyond the Darkness,False,0.0,0
False,/yAlp1JVni2jLABUnB3PsjEvSIuy.jpg,[35],559945,en,Jon Richardson: Old Man,"Since his last show he has become a husband and father, seen the UK vote to leave the EU and watched the rise of Donald Trump, all of which leaves him asking one question, why does it seem that no one else alive can correctly load a dishwasher?",1.641,/9q0JPddngQNopxTHNtiJTCYZQyN.jpg,2018-11-19,Jon Richardson: Old Man,False,0.0,2
False,,"[18, 14]",559947,en,Elastic Habitat,"Elastic Habitat is an immersive installation - you could call it a kind of playground - that invites you to explore, touch, and even carry textile sculptures. Helena Dietrich designed the textile figures with Janneke Raaphorst, based on one-on-one sessions with various guests. In these discussions, they investigated their personal perceptions of their own bodies. Does your personality completely coincide with this body and everything surrounding it? And if you change it in any way, do you change too? You literally inhabit an imaginary body and thus have the time to explore your own identity in an uninhibited, sensory, intuitive way.",0.634,/uXdxsbTsnaLwO3kMcX73Y4GOObA.jpg,2018-03-06,Elastic Habitat,False,0.0,0
