adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/gpwK6mvDyNA7HrbRSQ73vuS0Wvd.jpg,"[28, 80, 18]",552858,en,Blood Brother,"Blood Brother takes place on he mean streets of a city in decay, where a recently released convict begins to take a murderous revenge against his childhood friends, whom he believes let him take the fall for a crime they collectively committed. As the bodies start piling up, one of the friends, now a cop, will stop at nothing to put and end to the murderous rampage and to right the many wrongs of their tragically violent past.",4.465,/23pWp5cos45I8BSTP8xbk5P5fZ0.jpg,2018-11-30,Blood Brother,False,6.9,14
False,/jHvUu1G1C176OfIBnVwwVhRC6nU.jpg,"[28, 37]",552872,en,Legal Action,"Big-city lawyer Casey McKay, is drawn to a small town by his ex-wife to defend her brother, accused of murdering a DA. He discovers a web of conspiracy that puts him face-to-face with the town's most corrupt land developer, Mr. Gates.",1.906,/k22cE5YBgQpuf8Vsh2LpkyOEM2F.jpg,2018-10-08,Legal Action,False,3.0,2
False,,"[27, 53]",525079,en,The Knock,"A group of high schoolers try to spend their last night together before they Graduate but are interrupted by a KNOCK at the door. When they answer the door, they find a doll, and a clue telling them how to survive the night. At first, they don't suspect anything until it results in one of them being brutally murdered, leaving behind another clue.",1.706,/2AXqlUUDG0ovyvrReVaFoT7sVIR.jpg,2018-05-18,The Knock,False,8.0,1
False,/uH5igyrxp7yg01xTEC2RHWQoFHq.jpg,"[53, 27]",426814,en,The Domestics,A young husband and wife must fight to return home in a post-apocalyptic mid-western landscape ravaged by gangs.,12.933,/j64I3u1wwgPct3stvvKU2ikl14w.jpg,2018-08-23,The Domestics,False,6.2,108
False,/iOa6iD7t7nv6wghPuMdZCaQSDJh.jpg,"[35, 18, 37]",440161,en,The Sisters Brothers,"Oregon, 1851. Hermann Kermit Warm, a chemist and aspiring gold prospector, keeps a profitable secret that the Commodore wants to know, so he sends the Sisters brothers, two notorious assassins, to capture him on his way to California.",16.304000000000002,/7Tl2nZ6uvmxwK14Skbf9VFHEHpX.jpg,2018-09-19,The Sisters Brothers,False,7.1,431
False,/6yYsQiK7kcDbIkwZYmDY1m3iOFJ.jpg,"[53, 10770]",525619,en,Mommy Be Mine,A psycho killer teenage girl will stop at nothing to replace her dead mother's love.,2.499,/h476non2SRH3dNNDrZuUiNuuCie.jpg,2018-05-11,Mommy Be Mine,False,5.7,3
False,,"[99, 10402]",525638,en,America's Musical Journey,"""AMERICA'S MUSICAL JOURNEY"" celebrates the unique diversity of cultures and creative risk-taking that characterize America, as told through the story of its music.",2.181,/nYZI5uHcKCNZrcwh0sMts60DJDn.jpg,2018-05-17,America's Musical Journey,False,9.0,1
False,/z0gnfrri2KTPshqqpoMSwbgatzW.jpg,"[28, 18]",525705,en,Ulysses: A Dark Odyssey,"Taurus City, The United States of Europe, 2023. Uly, a disillusioned soldier riddled with amnesia, returns home from a war in the Middle East, knowing only that he must desperately comb the city to find his beloved wife, Penelope. Fate fills this endless night with a series of chance meetings. Whether it be the wealthy Alcyde, the beastly cyclops Popov, Aeo the Gyspy, or Cici the Sorceress, good or evil that they be, each encounter fills in a missing piece of Uly's memory, so that he can finally face his past.",3.431,/yB6XZYgIRWjbn5vlLCj0PmPNxwW.jpg,2018-06-14,Ulysses: A Dark Odyssey,False,5.8,12
False,,"[18, 35]",441346,en,Where Do We Go from Here?,"A young, socially-awkward janitor in an elderly care home sets out to go on an adventure with his three elderly best friends.",0.7390000000000001,/w54QPfNcYx2Bij56w14tIBGbeqg.jpg,2018-09-21,Where Do We Go from Here?,False,6.0,2
False,,"[35, 27, 99]",558809,en,Ghost Hunting in a Haunted Ship,"Shane Dawson and his friends go ghost hunting at the Queen Mary, and discover some unsettling things",0.6,/5HvKXGE3UgOpSCIaoqpPY2TtuCH.jpg,2018-02-19,Ghost Hunting in a Haunted Ship,False,9.0,1
False,/k0ttQQIdwgipWMCKJfvraFj0KV3.jpg,"[10749, 10770]",558815,en,A Christmas Village,"Piper Jansen is a slick public relations genius and owner of her own company ""Piper's Picks."" After creating countless successful campaigns, she decides to use her grandmother's holiday recipes to write and launch a book of her own but, suddenly finds herself in the middle of a very public scandal that threatens the launch of the book as well as her business.",2.026,/ywafIrIb3G9LRs5e4iyVhLKlpzw.jpg,2018-11-20,A Christmas Village,False,5.5,2
False,/trocUpS2QcpNLmhaSsjsSkEUwQN.jpg,"[35, 10751, 10770]",570977,en,The Midnight Gang,"When Tom gets hit on the head by a cricket ball, he finds himself on the miserable children's ward of St Hugo's Hospital, where he is greeted by a terrifying-looking porter and wicked matron. But things aren't as bad as they seem and Tom is soon to embark on the most thrilling journey of a lifetime!",2.497,/3Ql7tf4K8Br4A3EJVIqDHh6cMfv.jpg,2018-12-26,The Midnight Gang,False,4.0,1
False,/bOGkgRGdhrBYJSLpXaxhXVstddV.jpg,"[12, 28, 14]",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",153.811,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,Avengers: Infinity War,False,8.3,12490
