timestamp,user_pool_cluster_utilization,current_users,user_node_memory,core_node_memory,active_users,non_running_user_pods,500_503_responses
2019-09-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 19:00:00,0.0,604.0,0.0,0.0,0.0,0.0,501.25
2019-09-11 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 07:00:00,0.0,504.0,0.0,0.0,0.0,0.0,108.75
2019-09-12 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 19:00:00,0.0,391.0,0.0,0.0,0.0,0.0,308.75
2019-09-12 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 07:00:00,0.0,259.0,0.0,0.0,0.0,0.0,302.5
2019-09-13 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 19:00:00,0.0,406.0,0.0,0.0,0.0,0.0,125.0
2019-09-13 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
